Unnamed: 0,cleaned,classes
,বাত্‌ ও শ্রবণপ্রতিবন্ধীদের জন্য ইশারা ভাষায় বঙ্গবন্ধু শেখ মুজিবুর বহমানের ঐতিহাসিক সাতই মার্চের ভাষণ ধারণ করেছে বেসরকারি মোবাইল ফোন অপারেটর গ্রামীণফোন,surprise
,শাড়িটা পুরোপুরি খুলে ফেলতেই মা কথা থামিয়ে দিলেন চোখেমুখে তার একরাশ বিস্ময়,surprise
,পোস্টারগুলো ল্যান্ড ফিল্ডে ফেললেও তা তাড়াতাড়ি পচবে না পরিবেশদূষণের কারণে এগুলো পোড়ানোও যাচ্ছে না,disgust
,আলেকজান্ডার থিবসবাসীকে ছেড়ে দিতে পারতেন কিন্তু পরবর্তীতে আবার মাথাচাড়া দিয়ে উঠতে পারে ভেবে পুরো শহর ধ্বংস করে দিলেন ৩০ হাজারেরও বেশি মানুষ তাদের ঘরবাড়ি হারিয়েছিলো সাথে স্বাধীনতাও তাদেরকে দাস হিসেবে বিক্রি করে দেওয়ার জন্য ধরে নিয়ে যাওয়া হলো,sadness
,তার পরিবারের যারা বেচে আছেন তারা নিশ্চয়ই এই শোকটুকু ভাগাভাগি করতেও একত্রিত হতে পারছেন না একটু জড়িয়ে ধরে কাঁদবার জন্যও তো আপন মানুষদের এক হতে হয় এখন তো সেই সুযোগটাও নেই ,sadness
,তাদের সাথে গেলামগিয়ে দেখি লিমনের লাশ টা পড়ে আছে তার লাশটা দেখতে গত রাতের ভয়নকর ভুতটার মতো ছিলো,fear
,ভাবতেও অবাক হচ্ছি এরকম একটা জঙ্গলের মধ্য দিয়ে কী করে রাস্তা বানানো হয়,surprise
,যেই খানকির পোলারা কয় দেশটা নাকি সিঙ্গাপুর হইছে সুইজারল্যান্ড হইছে বাইনচোদ রা কই,anger
,যেগাধাটার হাত ধরে তুমি আমাকে ছেড়ে গেলেসে নাকি এখনো তোমার একটি ভয়ংকর তিলেরই খবর পায় নি,surprise
,আসলে এলাকার কুত্তা গুলা যা করে আর কিহোগার নিচে দিয়া রঙিন আকাশ দেহে তোবাইরের এলাকাত যাইয়া করুকহোগা  মাইরা ছাদে তুইলা দিবো,anger
,আজ সকালে সাধন আচার্য্যকে ফোন করলেন অনেক দিন পর নিগার ডিসপ্লেতে পরিচিত নামটা দেখেই ভীষণ অবাক হয়েছে ,surprise
,পেশাদারত্ব ও ব্যক্তিগত জীবনের মধ্যে কীভাবে ভারসাম্য আনা যায় তার উদাহরণ হয়ে থাকলেন হলিউড অভিনেত্রী এভা মেন্ডেস দুই মেয়ের জন্ম দেওয়ার সময়ে চলচ্চিত্র থেকে দূরে থাকলেন এই অভিনেত্রী সময় দিচ্ছেন মেয়েদের শুধু তা–ই নয় এটাকে আনন্দের সঙ্গে উপভোগও করছেন এভা,surprise
,ঘরে ঢুকতেই মা হন্তদন্ত্য হয়ে বললো এসেছিস সারাটাদিন ছিলি কই হ্যা কোথায় গেছিস না বলে আমারতো চিন্তা হয় নাকি,fear
, রং বেরঙ্গের জামা কাপড় পড়ে বিদেশের রাস্তায় যেয়ে নাচানাচি কারা করে  বাঁদর নাচ কে দেখায় সেটা সবাই জানে 🤣  অঙ্কুশই একমাত্র ব্যাক্তি যে এভেঞ্জার্স এর গল্প ১ লাইনে বলে দিয়েছে,disgust
,আমি শুইনা চমকায়ে উঠলাম খুব পরিচিত একটা গান কিন্তু এত বিষন্ন আমার আগে কখনো লাগে নাই,surprise
,কামলা সোদা পোস্ট আজকে মাথাই তুলছেন সবাই মিলে দুই দিন পরে আবার টেনে নিচে নামাবেন জাতীয় দলকে এখন যেমন করছেন সবাই মিলেসত্যিই আমরা ক্যামলাসোদা জাতী আমরা ভালো সময় পাসে থাকি আর খারাপ সময় লাত্থি মেরে নিচে নামাই,anger
,ওটাকে দেখে একদম লাফিয়ে ওঠার মত ভীতি কাজ করছিল,fear
,বাংলাদেশ হারাচ্ছে তার সর্বকালের সেরা অধিনায়ককে সত্যি অনেক কষ্ট লাগতেছে প্রিয় ক্রিকেটার মাশরাফি বিন মুর্তজা বাংলাদেশে ক্রিকেট থেকে অবসর নেওয়াটা,sadness
,গা শিউড়ে উঠল খুব ভয় পেয়েছি,fear
,কোন অবৈধ নারীকে স্পর্শ করার চেয়ে মাথায় লোহার পেরেক পুঁতে যাওয়া ভালোআসসিলসিলাতুস সহীহাহ ২২৬কিন্তু ট্রেনে বাসে ভীড়ের মাঝে চেনা নেই জানা নেই কোন এক মেয়ে হলেই হলো তাকে ছোঁয়ার কত আগ্রহ যে কাজ করে ,anger
,পাবনার রূপপুর পরমাণু বিদ্যুৎ প্রকল্পের বিভিন্ন ভবনের জন্য বিছানা বালিশ ও আসবাবপত্র কেনায় দুর্নীতির বিষয়ে অনুসন্ধান শুরু করেছে দুর্নীতি দমন কমিশন দুদকদুর্নীতির সঙ্গে জড়িত ৩৩ কর্মকর্তাকে তলব করা হয়েছে,joy
,বিসমিল্লাহ চীনের উহান শহরে লকডাউনের কয়েক দিন পরেই আমি আমার আমার জীবনের সবচেয়ে বাজে মাথা ব্যাথা অনূভব করলাম এর সাথে সাথে আমি জ্বর এবং শ্বাসকষ্টেও ভোগা শুরু করলাম,sadness
,বিষাদে মধুরতা মেশানোযতবার শুনি ততবার ই চোখের কোন ভিজে যায়আমার সব প্রিয় গান গুলো র মধ্যে একটি,sadness
,লজ্জাহীন সরকার দেখতে চান আওয়ামীলীগ কে দেখুন,disgust
,বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয়ের বুয়েট ছাত্র আবরার ফাহাদ হত্যার ঘটনায় ২৫ জনকে আসামি করে অভিযোগপত্র চার্জশিট দিচ্ছে পুলিশ আসামি ২৫ জনের মধ্যে ২১ জনকে গ্রেপ্তার করা হয়েছে বলে জানিয়েছে মহানগর পুলিশের গোয়েন্দা শাখা ডিবি,joy
,এ কি লোকটা পাগল হল নাকি — আরে ও মশাই বলি অমনধারা কচ্ছেন কেন কেদারবাবু মনে মনে ভয়ানক চটলেও তিনি গুনেই চলেছেন ত্রিশ একত্রিশ বত্রিশ তেত্রিশ—,anger
,ফালতু নিউজ  পত্রিকা বিক্রি বন্ধ হয়ে যাচ্ছে তাই এরকম মিথ্যা তথ্য দিচ্ছে আর মানুষকে মৃত্যুর মুখে ঠেলে দিতে চাচ্ছে এই পুজিবাদী শালারা,anger
,জীবনে প্রথম বাংলাদেশ হেরেও সবাই নাচতে নাচতে হলরুম থেকে বের হল আমার মত ২৩ টাই যথেষ্ট টিভির রুম মাতিয়ে রাখতে,joy
,তাই সিটি কর্পোরেশন কর্তৃক ডেংগুর হটলাইন চালু করে বাসায় বিনামমূল্যে ওষুধ বা চিকিৎসা প্রদান করার ঘোষণা লোক দেখানো ছাড়া আর কিছু না তাছাড়া তারা এখন নিজেদের ব্যর্থতা ঢাকতে কৌশলে প্রতিরোধের চেয়ে চিকিৎসার উপর দায় চাপিয়ে দিচ্ছে,disgust
,ধুর  চুদির  ভাই  ধর্ম  টানিস  কেন আর  তোরা  মালুরা  কি  অসৎতের  বাচ্চা সব  সময়  সব  জায়গায়  অসৎ  কথাবার্তা  বলিস তোদের  কি  রক্তে  লুচ্ছামির  কিছু  মিশে  আছে ,anger
,হঠাৎ তিন্নির জোরে জোরে শ্বাস উঠলোকি ভয়ানকসবাই তিন্নির এই অবস্থা দেখে অঝোরে কান্না শুরু করে দিলো,fear
,সরকারের তথ্য ও যোগাযোগপ্রযুক্তি বিভাগের প্রতিমন্ত্রী জুনাইদ আহমেদ পলক বলেছেন মুজিব বর্ষে জনবান্ধব ১০০টি সরকারি সেবা ডিজিটালাইজেশনের আওতায় নিয়ে আসা হবে,joy
,ভয়ে সিঁটিয়ে গেছে সে মায়ের গায়ে মা মনে মনে ভাবলো বাড়িটা প্রায় ১২ফুট উঁচু পাঁচিলে ঘেরা রাত প্রায় ২টো হবে এত রাতে কেউ কি তবে ভয় দেখানোর জন্য পাইপ বেয়ে ছাদে উঠেছে,fear
,সত্যি বলতে ছুটি শব্দটি কানে বিষাদের মত লাগছেআগে ছুটি শব্দটা অদ্ভুত এক আনন্দ দিতআর এখন ছুটি শব্দটা কেমন জানি এক অস্বস্তিকর অনুভূতি দিচ্ছে,sadness
,বছরের শুরুতে ধুমধাম করে বলিউডপাড়ায় হয়ে গেল আরও একটি বিয়ে বড় পর্দার তারকা আরমান জৈন সাত পাকে বাঁধা পড়লেন দীর্ঘদিনের বান্ধবী মডেল আনিশা মালহোত্রার সঙ্গে,joy
,বং ভাই দাদাকে আরও একটু ধুয়ে দিলে হত না Avengers এর কথা মুখে আনলো কেমন করে   শোন বাচা হরিপদো🤣 ১০০ ব্যান্ডওয়ালা ফ্লিম করলেও Marvels টিম এর চা ওয়ালা হতে পারবে না🤗  🤫যে বোঝার সে বুঝে নিবে,anger
,দলের সরদার এই নিয়ে রাগও করে তার সঙ্গে ধমকটমক দেয় এই ঘুমের জন্য সরদার একদিন বেদম বকা বকল তাকে,anger
,মাগুরার মহম্মদপুরে টাকা দিয়ে জুয়া খেলারত অবস্থায় ৮জনকে আটক করেছে পুলিশসোমবার রাতে উপজেলা যশপুর এলাকা থেকে তাদের আটক করা হয় এসময় আটককৃতদের কাছ থেকে জুয়া খেলার সরঞ্জামসহ নগদ টাকা জব্দ করা হয়,anger
,মনিতে আমি বেশ সাহসী  কিন্তু আমগাছটার তলা দিয়ে যখন যাচ্ছিলাম  তখন খেয়াল করলাম আমি আসলে ভয় পাচ্ছি  সম্পূর্ণ বিনা কারণে ভয়  নির্জন একটা রাস্তা দিয়ে একা গেলে যে কেউ ভয় পেতে পারে  কিন্তু আমার ভয়টা সম্পূর্ণ অন্যরকম ,fear
,আল্লাহ্ এ কোথায় এসে পড়লাম আমি এসব কি হচ্ছে এ হাসপাতালে জোড়ে জোড়ে শ্বাস নিচ্ছিপাশে থাকা পানির গ্লাসটা নিয়ে একচুমুকে পানি গিলে ফেললাম,fear
,এই শরতেরই সন্ধ্যায় তুমি নেই বলে সময় আমার কাটে না কাশফুল কেনো ফুটে না ছুয়ে ছুয়ে যায় না মেঘের ভেলায় ভাসেনা ভেসে তুমি কেনো আসো না,sadness
,কোনও বিশেষ কারণে অত্যধিক ভয় পাওয়া রোগীর স্বভাবধর্ম হয়ে ওঠে,fear
, দুইমাসে এই লাশের বন্যা একটা মিথে পরিণত হইসে অনেকটা কেয়ামতের মতো এটা এত ভয়ংকর যে এটাই কল্পনার শেষ সীমানা,fear
,কিছু অসাধু লোক সুন্দরবন ও পার্বত্য চট্টগ্রাম অঞ্চলের বনভূমি কেটে জীবজন্তু শিকার করে ধ্বংস করে দিচ্ছে এদের বিরুদ্ধে এখনই ব‍্যবস্থা নেয়া হোক,anger
,রাশিচক্র ভাঙতেই নেমে আসে ভয়ভয় নাকি ভয়কল্প আদিম তরাস,fear
,ডাক্তার রে গালি দে শালারা আই সি ইউ নাই এইটায় ও ডাক্তারকে গালি দেয়া লাগবে রোগী ভর্তি নেয় না হাসপাতাল মালিকদের না গালি দিয়া ডাক্তার রে গালি দে সব শালা ডাক্তারের দোষ,anger
,ভাইয়া ভালো গল্প তো আমাদের কাছে আছেবাট আমরা প্রকাশ করতে পারি না আমাদের জন্য একটু কাজ করেনভালো ছবি আমরা উপহার দিবো,sadness
,বুকটা কষ্টে ফেটে গেলো কখনো সময় হলে আপনার নিজের অবস্থার সাথে এদের অবস্থার তুলনা করবেন,sadness
,শুভ সকাল আপুরা অনেক দিন পাহাড়ে যাই নাতাই একটু পাহাড়ে ঘুরতে যাইচিন্তা করবেন না আপনাদেরকে নিয়ে আবার ১৪ তারিখে যাবোএবার আমরা পাহাড়ের চূড়ায় ক্যাম্পিং করবো,joy
,কিছু কষ্টো আছে জমা এইনা মনের ঘরে  কিছুটা জল চোখটা বেয়ে অঝোর ধারায় ঝড়ে  চোখটা মুছে হঠাত আবার মিথ্যেকরে হাসি  হাসতে হাসতে খুঁজতে থাকি কেন ভালোবাসি,sadness
,প্রেম তো সুস্বাদু বিষ,sadness
,বাক স্বাধীনতার নামে নোংরামি ছড়াচ্ছে আর তারই পাথেয় হবে ভবিষ্যৎ প্রজন্ম কাজী নজরুল জসীমউদ্দিন জীবনানন্দ দাশকেই ধিক্কার জানাতে হচ্ছে কেননা তারা দ্বারে দ্বারে ঘুরেও প্রকাশনা সংস্থা যোগাড় করতে পারেনি বর্তমানে যাচ্ছেতাই গেলাচ্ছে প্রকাশনা সংস্থা গুলো ,sadness
,আপু ফোন দিয়ে জানালো উনি আমাদের বাসায় টয়লেট করতে না পেরে রাগে চলে গিয়েছিলেনযেতে যেতে আর চেপে রাখতে না পেরে রাস্তার মাঝেই কাপড়চোপড় নষ্ট করে ফেলেছেন,anger
,একটি সুখের সংসার ধ্বংস করার জন্য শয়তান যতগুলো অস্ত্র আবিস্কার করেছে তার মধ্যে মারাত্নক অস্ত্র স্ত্রীর ঘ্যানর ঘ্যানর,sadness
,ঢাকনাটা খুলতেই কালচে নীল একটা ধোঁয়া কুণ্ডুলী পাকিয়ে উপরে দিকে উঠতে শুরু করেছে অসম্ভব ভয় লাগছে আমার বাড়ির বাকি সদস্যদের সঙ্গী করার উপায় নেই ঘড়াটা যদি সোলেমানী ঘড়া হয় তাহলে আমি সবার জন্য বিরাট বিপদ ডেকে এনেছি,fear
,মনে আছে একবার কোনো একটা অনুষ্ঠানের আগে সুনামগঞ্জের সার্কিট হাউজে তাঁর সাথে সময় কাটাচ্ছি তখন তিনি কবিতার মতো করে তাঁর লেখা সবগুলো গান আমাদের শুনিয়ে যাচ্ছিলেন আমি অবাক বিস্ময়ে তাঁর দিকে তাকিয়েছিলাম,surprise
,ওদের কিছু করতে পারবে না কারন তাদের কথায় থানা পুলিশ উঠে আর বসে আর এমপি মন্ত্রি তো এদের হাতের ময়লা আর এদের খমতায় সাধারন জনগণের জায়গা জমি আর টাক্কা পয়সা হাতিয়ে নিয়ে আজ কয়েশো কুটি টাকার মালিক অনেক লোককে পথের ফকির করে দিয়েছে দেখি কি বিচার করে নাকি টাকা পয়সা নিয়ে ছেড়ে দেয়,sadness
,আতিকুল আধুনিক পশু জবাইখানা কেন্দ্র এলাকাভিত্তিক পাড়া উৎসব উত্তর সিটির প্রতিটি স্থাপনায় মাতৃদুগ্ধ কক্ষ নির্মাণ বস্তিবাসীর জন্য আবাসন ব্যবস্থাসহ নাগরিক সুবিধা নিশ্চিত করার প্রতিশ্রুতি দেন,joy
,ভালোবাসা দিবসে ১৯০ কোটি টাকার ফুলের ব্যবসা হবে বলে আশা করছেন ব্যবসায়ীরাগত বছর ভালোবাসা দিবস ও পয়লা বসন্তে ২০০ কোটি টাকার ফুল বিক্রি হয়েছিল,surprise
,তোমাকে আমি কতটা ভালবাসি সেটা কি তুমি জান জান না তাই না আমিও জানি না ভালবাসা যদি তরল পানির মত কোনো বস্তু হত তাহলে সেই ভালবাসায় সমস্ত পৃথিবী তলিয়ে যেত এমনকি হিমালয় পর্বতও,sadness
,উহানে সবচেয়ে বেশি মানুষ করোনাভাইরাসে আক্রান্ত হয়েছেন এ কারণে বাংলাদেশিদের মধ্যে আতঙ্ক রয়েছে তাঁদের অনেকেই চাইছেন সরকার যেন তাঁদের দেশে ফিরিয়ে আনে,fear
,মেসিডোনিয়ানরা যখন আলেকজান্ডারকে উদ্ধার করল তখন আলেকজান্ডারের মুমূর্ষু অবস্থা কোনো অঙ্গহানি না ঘটলেও শত্রুপক্ষের এক সৈন্য তার বিশাল কুঠার তার বুকে ঢুকিয়ে ফুসফুস ফুটো করে দিয়েছে,sadness
,সেরা হইছে ভাই আমি হাসতে হাসতে শেষ এই রকম ভিডিও আরও চাই শুভ কামনা রইলো ভাই আপনার জন্য,joy
,করোনা ভাইরাস নিয়ে হাসিঠাট্টা ট্রল বন্ধ করুন আপনি সুস্থ আছেনএটা আল্লাহর নিয়ামত শুকরিয়া জ্ঞাপন করুন বলুন আলহামদুলিল্লাহ্‌ ,joy
,ইইউর সঙ্গে ভিয়েতনামের মুক্তবাণিজ্য চুক্তিতে দুশ্চিন্তা বাংলাদেশে,fear
,প্রথম এবং প্রধান কারণ সালমান শাহ ও চিত্রনায়িকা শাবনূরের মধ্যকার অতিঅন্তরঙ্গতা এ নিয়ে সালমানের স্ত্রী সামিরার সঙ্গে দাম্পত্য কলহের জেরে আত্মহত্যা করেন সালমান শাহ,sadness
,আপনাদের এই রকম বিবেকহীন কাজের জন্য বাজারে কৃত্রিম সংকট হবে আর কিছু মনুষ্যত্ব হীন লোভি ব্যবসায়ীরা বাজারে জিনিসের দাম বাড়িয়ে দিবে ,sadness
,রাসায়নিক–বর্জিত খাদ্যের প্রসারে পরিবেশ আন্দোলনকর্মীরা বিশ্বব্যাপী সোচ্চার হচ্ছেন সেই আন্দোলনে গোদাগাড়ীর কালীদীঘি গ্রামটির এসব মানুষও ভূমিকা রাখছে এ বড় আনন্দের কথা,joy
,বাইকে থাকা অবস্থায় মাঝেমাঝে পাশ কাটিয়ে চুয়েট বাস যায় বাসের হেল্পার বা ড্রাইভারদের চোখে পড়লে তিতাস ভাই বলে ডাক দেই ওরা পিছনের দরজায় অচেনা মুখ দেখি এই,sadness
,কবে আবার সুস্থ হবে নগরি কবে আবার যাওয়া হবেআদৌ কি হবে,sadness
,সুবর্ণা মুস্তফার সাথে একবার হুমায়ুন ফরিদীর প্রচণ্ড ঝগড়া হলো রাগ করে সুবর্ণা অন্য রুমে গিয়ে দরজা আটকে শুয়ে পড়লেন,anger
,তুই ভুল করে একবার ভালোবেসে যাএটা বেস্ট ছিলো ,joy
,২৬ বছর পর প্রতিবেদন অনুযায়ী সালমান শাহ আত্মহত্যা করেছে ৫২ বছর পর সাংবাদিক সাগর রুনির প্রতিবেদন হবে একে অপরকে হত্যা করে তারা আত্মহত্যা করেছে,fear
,শত চেষ্টায়ও মনে করতে পারেন না আর মনে করতে পারছেন না অস্বস্তিকর অনুভুতির ফলে মনে হয় মেমোরি হয়তো লস হয়ে যাচ্ছে আপনি হয়তো সব ভুলে যাবেন কিছুই মনে রাখতে পারবেন না এই ভয় ঢুকে যায় মনে মারাত্বক উদ্বেগ এবং দুশ্চিন্তায় দিন কাটে তখন এসব ভাবনা আপনার নিয়ন্ত্রণহীন হয়ে পড়ে পাগল হয়ে যাচ্ছেন বলে মনে হয় কেউ কেউ মারাত্বক সমস্যায় পড়তে পারে,fear
,ব্যস্ত জীবন এই সময়ে পরিবারের সদস্যদের সঙ্গে বোঝাপড়া ঠিক রাখতে কোয়ালিটি টাইম–এর কোনো বিকল্প নেই পরিবারের সব সদস্য মিলে দল বেঁধে ঘুরতে যাওয়া হতে পারে সুন্দর সময় কাটানোর একটি উপায় মানসিক প্রশান্তি তো আসেই মন ভালো থাকে আনন্দে থাকে পরিবারের সদস্যদের মধ্যে দৃঢ় হয় মানসিক বন্ধন বাড়ে হৃদ্যতা,joy
,রহিম পুরো নির্বাক প্রচন্ড ভয়ে সে যেন অনুভূতিশূণ্য হয়ে গেছে রহিম লাশটাকে দেখতে আবার নৌকার পাশে তাঁকাতেই আবারও আঁতকে উঠে নৌকার গা ঘেসে একটা লাশ ভেসে চলছে,fear
,বিজনেস ইনসাইডার বিল গেটসের আয় নিয়ে মজার কিছু তথ্য বের করেছে যেমন প্রতি সেকেন্ডে তাঁর আয় ৩৮০ ডলার এই হিসাবে প্রতি মিনিটে আয় ২২ হাজার ৮৩১ ডলার তাঁর নিট সম্পদের মূল্য ক্রোয়েশিয়া কম্বোডিয়া ও বাহামার মোট দেশজ উৎপাদনের সমান,surprise
,মিডিয়া জগৎ মানেই অশ্লীলতার কারখানা আর ইফতেখার ফাহমিতো হচ্ছে অশ্লীলতার গুরু  ইফতেখার ফাহমির মতো কোনো লুচ্চা যেনো কোনো ভালো মেয়ের স্বামী না হয় ,disgust
,অনলাইন ট্রাভেল এজেন্সি হাল ট্রাভেলের হালট্রিপ সঙ্গে ব্যবসায়িক সম্পর্ক ছিন্ন করছে দেশিবিদেশি উড়োজাহাজ কোম্পানিগুলো এর ফলে কোনো উড়োজাহাজ কোম্পানির টিকিট বিক্রি করতে পারবে না হালট্রিপ উড়োজাহাজ কোম্পানিগুলো সূত্রে এ তথ্য জানা গেছে,sadness
,কিন্তু গতকাল যখন ওরা হারলো তখন শুধু আমি নই বাংলাদেশের কমপক্ষে ৮০ মানুষ ঈদ মোবারক বলে ঈদের খুশি অনুভব করছ,joy
,এই খাটাসগুলার জন্য ফেসবুকটাই বিরক্ত লাগে উফ কত বস্তাপঁচা হয়ে গেলো ফেসবুক ইউটিউব যেনো একটা কুরুচিপূর্ণ অসুস্থ প্রতিযোগিতা ফেসবুকইউটিউব কতৃপক্ষের উচিত জুতো আর থুথু রিয়েক্ট রাখার জন্য,anger
,এই পাগলি জলজ হিসেবে জলের গানের এমন সিনাটোগ্রাফিক কাজ দেখে পাগলের মত অনূভুতি হচ্ছে,joy
,কিন্তু কিছুদিন পর ওনার পিছনেও মানুষ লাগবে বাংলাদেশে সৎ মানুষের দাম নাই ,disgust
,ভীতসন্ত্রস্তগ্রামবাসী এবারে গড়ে তুললো একটি স্বেচ্ছাসেবী দল তারা রাতেরবেলা পালা করে গ্রামপাহারা দেবে ,fear
,১৫০ বছরেরও বেশি সময় ধরে পার্সিয়ানদের অধীনে থাকা মিশরীয় অভিজাতরা আলেকজান্ডারকে গ্রহণ করে নিলো স্বাধীনতা দানকারী হিসেবে আলেকজান্ডার নতুন ফারাও হিসেবে মিশর অধিগ্রহণ করলেন,joy
,নানা রকম চেনা অচেনা পাখির কলতান অরণ্যর নিস্তব্ধতার মাঝে নানা শব্দ আদিবাসিদের মাছ ধরা বাচ্চাদের গোছল করা আরো কত কি আশ্চর্য এ যেন চির চেনা জগত ফেলে অচেনার এক জগত,surprise
,দিলাম এক চিৎকার দিয়ে দৈৗড় আমার কাকাদের বাসার দিকে এবং তাদের বাসায় গিয়ে বললাম এই ঘটনা এলা্কার লোকজন এসে হাজির তখনো আমার সারা শরীর কাপছে সবাই শিবানিদের ঘরে গিয়ে দেখি সে বসে কাদছে তার নাকি সারা শরীর জালা করতেছে কিন্তু তার ঘাড়ে কোন হ্মত নেই,fear
,কাউকে দেখাতে পারে না একটু চিৎকার করে কাঁদতে পারে না শুধু মৃদু হাসির আড়ালে চোখের জল লুকিয়ে রাখে,sadness
,এখনও অবাকবিস্ময়ে ভাবি সেই উদ্যোম তারুণ্যের সময় থেকে একজন রাজনীতিকের তুচ্ছতাচ্ছিল্যভরা এসব বাক্যবাণ কিভাবে সহ্য করতাম সেই কথার কাঁটার মধ্যেও কি অন্যরকম মমত্ববোধ ছিল না,surprise
,আপনাদের বিবেক বলতে কিছু আছে বইলা তো মনে হয় না দেশের এই অবস্থায় আপনারা বিনোদন নিয়ে পরে আছেন,disgust
,তিন্নিকে দেখার পর আর কারো মুখে কথা নেই অনেকে চোখের পানি ধরে রাখতে পারছে না কি হল মেয়েটার এই গ্রামের একটা জীবন্ত লাল গোলাপ এভাবে অকালে ঝরে যাবে,sadness
,হালকা হালকা মনে পড়ে পাশে ছিলো সাফা তার পাশে তৃণা আর সামিয়া আমি সিভিলের অদিতি শুনে সামিয়া খুশিতে হাত তালি দিয়ে উঠেছিলো ,joy
,টিক টক পাগলের কথা জানি না কিন্তূ তোমার কথা শুনে সবাই হাসতে হাসতে পাগল হয়ে যাবে ,joy
,হাতটা আমার বাঁকা হয়ে গেছে আর প্রচণ্ড ব্যাথা করছেমাথাটাও তীব্র ব্যাথায় ফেটে যাচ্ছেবাতাসের তীব্রতায় হুমরি খেয়ে পড়ছি বারবারকান্না তো স্রোতের মত বইছেইতীব্র চেষ্টা করছিশুধু একবার বাসাতে পৌছোতে পাড়লে হয়,sadness
,সাদিয়া নামের মাইয়াগুলা যেমন খাইষ্টা এই নামের এই রেস্টুরেন্টও চরম খাইষ্টা এত এত ব্যাড রিভিউর পরেও কেন যান আপনারা,disgust
,গোপালগঞ্জের শেখ ফজিলাতুন্নেছা মুজিব চক্ষু হাসপাতালের মাধ্যমে এই জেলাসহ আশপাশের ৮টি জেলার ২০টি উপজেলার মানুষের চোখের চিকিৎসা দেওয়া হচ্ছে তথ্যপ্রযুক্তির সহায়তায়,joy
,কোনোকিছুকে ভয় পাচ্ছি মনে হলে প্রথম যেটা মনে হয় এই ভয়টা আমাকে কাটাতেই হবে ,fear
,পৃথিবীর লেখকদের মধ্যে একমাত্র জে কে রাওলিং বই লিখে বিলিওনেয়ার হতে পেরেছেন তাঁর লেখা হ্যারি পটার সিরিজের বইগুলো বিস্ময়করভাবে পৃথিবীর ইতিহাসে সবচেয়ে বেশি বিক্রীত বুক সিরিজ,surprise
,সবকিছু ঠিক থাকলে এ বছর ইচ্ছা ছিলো কাপ্তাই যেয়ে পাহাড়িদের বৈশাখ উদযাপন দেখবো হইলোনা কিছুই হইলোনা,sadness
,লিখতে গিয়ে অসংখ্য বার চোখ ভিজে ওঠেনি বললে মিথ্যা বলা হবে কখনো অভিমানে কখনওবা বিষাদে কখনও বিচ্ছেদে কখনও নির্ভেজাল অনুতাপে,sadness
,বেসামরিক বিমান পরিবহন ও পর্যটন প্রতিমন্ত্রী মাহবুব আলী বলেছেন ২০১৮১৯ অর্থ বছরে বিমান বাংলাদেশ এয়ারলাইন্সের লাভ হয়েছে ২৭২ কোটি টাকা বুধবার ৩১ জুলাই সচিবালয়ে বিমান পরিবহনের সম্মেলন কক্ষে এ তথ্য জানান তিনি,joy
,আসুন সবাই আল্লাহর পথে চলি আল্লাহ যা করে সব ভালোর জন্যই করে হয়তোবা আল্লাহ আমাদের জন্য অনেক বড় উপহার রেখে দিয়েছেন,joy
,বিভিন্ন তারকা হোটেলে বাংলাদেশে অবস্থানকারী বিদেশি কিছু অতিথি দীর্ঘ মেয়াদে অবস্থান করেন করোনা–আতঙ্কে তাঁরাও চলে যাচ্ছেন এ অবস্থা চলতে থাকলে হোটেলগুলো একেবারে অতিথিশূন্য হয়ে পড়বে,fear
,অনেক সময় কিছু কিছু পরিবারে দেখছি ছোট ভাই গুলো পড়াশোনা শেষ করে পরিবারে তার ইনকামের টাকা দেয় আর বড় ভাই টানা ফেল করে আর পড়াশোনার মধ্যেই থাকে,sadness
,যে মায়ের ছোট্ট পেটে সন্তানের যায়গা হয় সে মায়ের জন্য সন্তানের ফ্লাটে যায়গা হয়না ধিক্কার জানাই এমন সন্তানদেরকে,sadness
,সালা ভোট চোরদের মুখে বড় কথা বাংলাদেশি হলে তাদের কুকর্ম সব বেরিয়ে আসবে সেজন্য এত ভয় 🤔🤔🤔🤔🤔🤔,anger
,কটা বাবা তার মেয়েকে হারালো একটা দুধের বাচ্চা তার মা কে হারালো ,sadness
,অনেকেই বিরুপ মন্তব্য করছেন অনেকে উনার এই প্রচারণা নিয়ে নেতিবাচক কথা বলছেন আপনাদের এত সমস্যা তাহলে আপনারা নিজেরা কিছু করে দেখান ঘরে বসে বড় বড় ডায়ালগ না দিয়ে কিছু করে দেখান  ভালো কাজের উৎসাহ না দিয়ে ব্যঙ্গ করা আমাদের রক্তে মিশে গেছে,disgust
,এটা সঙ্কোচ বা অস্বস্তি বা বলা না বলা সমান জাতীয় ভুয়ো দর্শন হতে পারে কিন্তু এটা আসলে ভয়,fear
,বাংলাদেশে সব কয়েকটি সরকারি হাসপাতালে চলে লুটপাট এর মহা উৎসব আর জন প্রতিনিধিত্ব যারা করেন তারাই বেশির ভাগ লুটপাটের সাথে জড়িত,anger
,এদের মত আবালদের সবকিছু গুলায় খাওয়াই দিলেও এরা ভাব্বে আপনি মনেহয় তার ক্ষতি করার চেষ্টা করতেসেন,anger
