cleaned,classes
বিদ্যুৎ না থাকায় পল্লী বিদ্যুৎ অফিস ভাংচুর করে সাধারণ শিক্ষার্থীরা,anger
বিপন্ন প্রাণীর তালিকায় অন্তর্ভুক্ত গাঙ্গেয় ডলফিন গাজীপুরের শ্রীপুরের নান্দিয়া সাঙ্গুন এলাকায় সুতিয়া নদীতে ধরা পড়েছে এই প্রজাতির একটি ডলফিন জেলের জালে ধরা পড়ার পর প্রাণীটির গন্তব্য হয়েছে কবিরাজখানায় কবিরাজ সেটিকে তাঁর ছোট জলাশয়ে বন্দী করে রেখেছেন বলে তথ্য পাওয়া গেছে,anger
বছর ঘুরে নতুন মুখ আসবে পুরনো গুলো অতীত হয়ে যাবে তবু জয়ধ্বনির মধ্যে দিয়ে সবাই নিজেকে ফিরে পাবে জয়ধ্বনির দেয়ালে জড়িয়ে আছে প্রত্যেকটি নাম দীর্ঘ বিরতির পরেও এই ছায়ানীড়েই প্রত্যেকে আমরা খুঁজে পাই নিজেকে পুনরায় ধন্যবাদ আমাদের আপন করে নেয়ার জন্যে শুভ জন্মদিন ২০ বছরের অদম্য পথচলা ভবিষ্যৎ এর লক্ষ লক্ষ শুভকামনা,joy
তোমাকে দেয়া হলো জনগণের সুরক্ষার দায়িত্ব আর তুমি ওদের জ্বালিয়ে দিবে বাহ্ ভালো তোআদর্শ রাষ্ট্রপ্রধান হতে,disgust
হাতিলকে কেবল দেশের আসবাব খাতের অন্যতম শীর্ষ ব্র্যান্ড বললে ভুল হবে আসবাব রপ্তানিতে শীর্ষস্থানে পৌঁছেছে হাতিল গত কয়েক বছরে পার্শ্ববর্তী দেশ ভারত নেপাল ও ভুটানে ছড়িয়েছে ব্র্যান্ড হাতিল,surprise
এই রকম মহিলাও আওয়ামী লীগের একটা সম্পাদকীয় পোস্ট হোল্ড করেযত্তসব আবালকথাই বলতে পারেনা,disgust
ভালো কাজ করা লোকগুলো কেন যেন পৃথিবীতে বেশি দিন থাকে না,sadness
র‍্যাগিং সন্ত্রাসের সাথে জড়িত সকলের দৃষ্টান্তমূলক শাস্তি ও আজীবন বহিস্কার করার দাবি জানাচ্ছি,disgust
হারানো ভালবাসা আজো আমার অনুভূতিতে মিশে আছে আজও শিহরন জাগায় মনে হারিয়ে যাওয়া পথের বাঁকে যেন নতুন পথের সন্ধান মেলে যায়,sadness
দিনশেষে বরাবরের মতই মহান আল্লাহর শুকরিয়া আদায় করছি,joy
সবাইকেই একটা কথা বলি খাবারভরনপোষন তোর বাপের বাড়ির থেকে দিবি নাকি👿👿👿👿👿 আর কয়দিন না খেয়ে থাকবে হেডাম থাকলে দেখাও ,anger
যুক্তরাজ্যের ডিউক অব সাসেক্স প্রিন্স হ্যারি ও তাঁর স্ত্রী ডাচেস অব সাসেক্স মেগান মার্কেল তাঁদের রাজকীয় উপাধি আর ব্যবহার করতে পারবেন না বাকিংহাম প্রাসাদের পক্ষ থেকে গতকাল শনিবার এ তথ্য জানানো হয়েছে চলতি বছরের বসন্ত থেকেই এটি কার্যকর হবে,surprise
ভুল টা করছো যে স্যার গুলার নাম নিছো আদৌ তাদের সাথে ব্যাপার টা যায় কিনা সেটা আগে ভেবে দেখা উচিত ছিলআর সিনিয়র রা গ্রুপে বার বার র‍্যাগিং এ মানা করছেতাও অপরাধ টা করছেএটা ক্ষমার অযোগ্যঅন্য কিছু হলে আমি নিজেই কাহিনি শিখায়ে দিতাম,anger
ফেনীর সোনাগাজীতে বড় বোনের কোল থেকে গরম পানিতে পড়ে দুই মাস বয়সী ছোট ভাইয়ের মৃত্যু হয়েছে তার নাম মো রাফি গত শুক্রবার রাতে চট্টগ্রাম মেডিকেল কলেজ হাসপাতালে চিকিৎসাধীন অবস্থায় তার মৃত্যু হয় এর আগে গত বুধবার সন্ধ্যায় দুর্ঘটনার শিকার হয় রাফি,sadness
তগো মনে কতো প্রেম রে জীবনে একটা করছি তাতেই জলে পুরে সেস,disgust
মুখটা যেনও কেউ এসিডদিয়ে ঝলসে দিয়েছে ওটা দেখে নুরু ভাই ভয়ে কাপাকাপি শুরু করে দিল,fear
 এটা তো দুনিয়া এই পৃথিবীতে ভালোবাসা আছে প্রিয় মানুষ আছে প্রাণের বন্ধন আছে দুঃখের সময়ে পাশে থাকার লোক আছে এতকিছু থাকার পরও একটি প্রাণঘাতী ভাইরাস কীভাবে মানুষকে আত্মকেন্দ্রিক করে চলেছে ভেবেছেন ভয় একটাই–কাছে গেলে আমিও আক্রান্ত হতে পারি আক্রান্ত হলে মারা যেতে পারি তুমি আক্রান্ত হয়েছো তুমিই মরো আমি দূরেই থাকি আপাতত বেঁচে যাইদুনিয়াতেই যদি এমন হয় তাহলে আখেরাতে কেমন হতে পারে,fear
ছবি গুলা বেশি কিউট অসংখ্য ধন্যবাদ এত সুন্দর আর কিউট ছবি দিয়ে উইশ করার জন্য,joy
সাংস্কৃতিক অর্জনে ডালিয়া নওশিন সফল উদ্যোক্তা হিসেবে আশিকুর রহমান অমিত পেশাগত সাফল্যে ফাহিমা খাতুন ও সমাজকর্মে সাফল্যে মোহাম্মদ আহসান হাবিবকে ওই সম্মাননা দেওয়া হয়,joy
এই ভিডিওগুলো তাদেরকে দেখা উচিত যারা নাকি দেশটাকে লুটপাট করে খাচ্ছে দেশের সরকার এগুলো দেখে না মানুষের অভিশাপে ধ্বংস হয়ে যাবে,anger
ভাইরাসে আক্রান্ত হওয়ার পরও অনেকে জায়গার অভাবে হাসপাতালে ভর্তি হতে পারছেন না তাই তারা মৃত্যুর প্রহর গুনছেন,sadness
এই ছাগলের বাচ্চাগুলো যেনো ধর্ম নিয়ে কোনো কথা না বলে,anger
পৃথিবীতে জন্ম নিয়ে সুন্দর একটি বাংলাদেশ দেখেছিলাম যেখানে ছিলো আদর মাখা সপ্নচাইলেই দেখা যেতোমমতায় ভরপুর ছিলো মানুষের মনএকের কষ্টে অন্যরা কাদতো সুখ দুঃখ ভাগা ভাগি হতো,joy
কাপা হাতে দ্রুত দরজায় কড়া নাড়তে লাগলাম আমার শরীরও কাপতে ছিল পেছনে তাকাতে ভয় পাচ্ছিলাম মনে হচ্ছিল কেউ একজন আমার পেছনে দাড়িয়ে আছে জীবনে এমন অভিজ্ঞতা খখনো হয়নি আর তাই বেশ অস্বস্তিতে ছিলাম,fear
কয়েকটার গলা শরীর থেকে আলাদা  কয়েকটার শরীর ৪৫ খণ্ড  পরিষ্কার দেখলাম সব  সাথে সাথে আল্লাহু আকবর বলে এক চিৎকার দিয়ে পিছনে ঘুরে দৌড় মারলাম ,fear
ঠিকানা মতো পৌঁছে কলিংবেল বাজালেন আদিল দরজা যে মহিলা খুললেন উনি পুলিশ দেখে চমকে উঠলেন,fear
আপনি কি নিজের মহৎ মনে করলেন নাকি একটা শিশু বাচ্চাকে সেবা দিতে গিয়ে আপনি মুরুব্বির গায়ে হাত তুলছেন আপনার মুখে কি ভালো ব্যবহার নাই,disgust
তিনি আপনার প্রত্যেকটা চোখের পানির হিসেব রাখেন প্রতিটা দীর্ঘশ্বাসের খবর রাখেন তিনি আপনার জন্য উত্তম প্রতিদান ধার্য করেন বিশ্বাস করুন – আপনাকে সবচেয়ে বেশি ভালোবাসেনসবচেয়ে বেশি,joy
শুনেছি প্রদীপ নিভে যাবার আগে নাকি দপ করে জ্বলে উঠে আমার মা এরও তখন সেই অবস্থা যে প্রচন্ড শক্তিতে তিনি আমার হাতটি চেপে ধরলেন তা আমাকে বিস্মিত করলো,surprise
চলেই যদি যাবে তো এসে ছিলে কেন ভুলেই যদি যাবে তো জান বলে ডেকে ছিলে কেন,sadness
বিয়ে তো করতে চাই আমার পছন্দের মতো ভালো পাত্রীও তো পেতে হবে মাবাবা খোঁজ করছেন আমারও তো মন চায় বিয়ে করে বউ নিয়ে বেড়াতে বউ নিয়ে ওয়ার্ল্ড ট্যুরে যেতে মন চায়,joy
এই সহরে কৃষ্ণচূড়া ফোটে ড্রেনের জলে ভেসে যায় আমি জানি তোমার এ শহর আমার জন্যে নয়,sadness
😂😂😂😂😂😂😂😂😂😂 আপু টা একটুও হাসে নি আল্লাহ 😂😂😂আর ভাইয়া টা সেই😂😂😂😂😂😂😂ভালো লাগছে,joy
এই শীতে ভারতের উত্তর প্রদেশের গরুর জন্য তৈরি হচ্ছে বিশেষ কোট কোট তৈরির এ প্রকল্প হাতে নিয়েছে অযোধ্যা পৌরসভা চলতি মাসের শেষের দিকেই পৌরসভার হাতে চলে আসবে এই কোট একটি কোট তৈরিতে খরচ পড়বে আড়াই শ থেকে তিন শ রুপি,surprise
গ্রিসের থার্মোপাইলির মতো এখানেও ত্রাতা হিসেবে আবির্ভূত হলো এক বিশ্বাসঘাতক তার দেখানো বিকল্প পথে পার্সেপোলিসে তার বাহিনী নিয়ে ঢুকে পড়ল আলেকজান্ডার,surprise
এরদোগান কার বিরুদ্ধে হুংকার দিবেইজরাইল দ্রুত সুস্থ হোকফিলিস্তিনে নির্যাতন শুরু করুকতাহলে আমরা খলিফা এরদোয়ানের হুংকার শুনতে পাবো ,anger
আমি থতমত খেয়ে বললাম কি বলছ তুমি পাগলের মতো আমার ধারা এখন সেটা সম্ভব নয়,surprise
রাগে দুঃখে দেয়ালে মাথা ঠুকতে ইচ্ছা করছে,anger
হৃদয়বিদারক দৃশ্য চোখের পানি ধরে রাখতে পারলাম না  সবাই যেন তার যোগ্য স্থান ফিরে পায় সেই কামনা রইলো,sadness
যারা মরে যায় তারা সব কিছুর পাট চুকিয়ে চলে যায় আমরা যারা থেকে যাই শরীর ও স্মৃতির অসহায়ত্ব নিয়ে দীর্ঘশ্বাস ও না বলা কথার যন্ত্রণা নিয়ে তারাও এক রকম মরি আমাদের পাট চুকে না,sadness
ছি ছি ছি দাদা কি লজ্জার বিষয় বউ এর হাতে মার খাওয়া এর চেয়ে লজ্জার কি হতে পারে আর যে বউ এর হাতে মার খায় তার মতো বেহায়া কে আছে,disgust
জীবন এক বিরক্তিকর অধ্যায় তবুও পরবর্তী পরিচ্ছেদে তুমি আছ ভেবে পাতা উল্টাই,sadness
একটা ভিডিও বানাইতে কত কিছু তথ্যউপাত্ত জোগাড় করা লাগে তা রাকিব ভাইয়ের ভিডিও না দেখলে বোঝা যাবেনা অবাক করার মতো,surprise
সৈন্যরা যেতে না চাইলেও আলেকজান্ডারের মায়ের সেই বাণী আলেকজান্ডারকে ঠেলে নিয়ে গেল সিওয়াহএর দিকে তীরবল্লমের চেয়েও বেশি যন্ত্রণাদায়ক মরুভূমির তীব্র তাপমাত্রা টের পেল মেসিডন বাহিনী তবুও একরকম বাধ্য হয়েই যেতে হলো তাদেরকে,disgust
সাহেব আরেকদিকে ঘাড় ব্যাঁকাইয়া উনারে বিমাতাসুলভ মুখভঙ্গি কইরা খ্যাকখ্যাক কইরা কইলেন আমি কাউরে ভিক্ষা দেই না আপনে অন্যদিকে যান,disgust
যখনি ভাবী একটু এগিয়ে যাই তখনি পাশে দেখি তুমি নাই একি জ্বালা দিয়ে মোরে আছ তুমি দুরে সরে,sadness
সবচেয়ে বড় সমস্যা আমাদের সমাজ ছেলের ফলাফল খারাপ পাশের বাসার ভাবি এসে বলবে জানেন আমার ছেলে জিপিএ ৫ পেয়েছে অফিসে কলিগরা বলবে কেমন বাবা তুমি ছেলে মেয়ের পড়া লেখার খোজ নাও না,anger
মেডিকেল এর ফাস্ট ইয়ার এ যখন কলেজের ৮ তালায় হোস্টেল এ ছিলাম ২০১৫ আজ কতই না আমূল পরিবর্তন ভালই ছিল সেই দিনগুলি বন্ধু,sadness
চোখের কোনে কেন যে এতো পানি চলে আসে আর বুকের মাঝে কেন যে এতো ব্যাথা করে এটা কি রোগ তোমরা কি জানো,sadness
মহিলাটিকে দেখে আর ত্রয়ী নামটা শুনে আমার কয়েকটা হার্টবিট মিস হয়ে গেলো আরেহ এ যে নিটোল,surprise
ঢাকার মঞ্চেই যেন দেখা গেল বলিউডের খ্যাতিমান নায়িকা মীনা কুমারী মধুবালা রেখা শাবানা আজমি মাধুরী দীক্ষিত ও দীপিকা পাড়ুকোনের নাচগুলো ঢাকার নৃত্যশিল্পীরা গতকাল শনিবার সন্ধ্যায় এই নায়িকাদের নাচগুলো উপস্থাপন করলেন,joy
তোমাদের একটা কথা বলি আমি ভালো করেই জানি যে আমার জীবনটা এরকম হবে তাই ভাবছি জীবনে বিয়েশাদী করবো না  😪,sadness
আশরাফ সাহেবের মুখ কালো হয়ে গিয়েছিল আমি উঠতেই তিনি দাঁড়ালেন তিনি এবং উপস্থিত অন্যেরা যথেষ্ট অবাক হয়েছেন,surprise
যারা ব্যাচের ভালো তথা চুয়েটের ভালোর জন্য কাজ করলো তাদের অনেককে খলনায়ক হিসেবেও উপস্থাপন করা হলো হাতাহাতি মারামারি রেষারেষি কত কিছুই না দেখতে হয়েছে ফোর্থ ইয়ারে উঠে জুনিয়রের মুখে ফালতু একটা ব্যাচ শুনাটা বাকি থাকলো না,disgust
কিন্তু সে সময় আবার জাহান্নামের আগুনের কথা মনে পড়ে যায় এবং মারাত্মক ভীত হয়ে পড়ি আমরা জানি যে যদি আমরা আমাদের নফসের কথা শুনি তাহলে ভয়ঙ্কর শাস্তির সম্মুখীন হতে হবে,fear
বিরক্ত  লাগে   দিলে   তাড়াতাড়ি  দিবেন  না  দিলে   পোস্ট  করে  বলবেন  না ,disgust
মানে কি খামটা আবারো ভালোভাবে ঘুরিয়ে ফিরিয়ে দেখলাম ফ্রম বানীকিন্তু ঠিকানাটা অদ্ভুত,surprise
মজুদ না করার জন্য বলতে গেলে মারতে আসে  গুটিকয়েক ছাড়া বাকি মানুষদের থেকে ভালো কিছু আশা করা যায় নাভাই,disgust
সিলেটের সঙ্গে সারা দেশের রেল চলাচল স্বাভাবিক হয়েছে সোমবার রাত নয়টা ২০ মিনিটে সিলেট থেকে ছেড়ে আসা চট্টগ্রামগামী উদয়ন এক্সপ্রেস ওই পথে স্বাভাবিকভাবে যাত্রা করে,joy
কোথায় স্বাস্থ্যসেবার প্রতি ধন্যবাদ দিয়ে নিউজ করাবে আসছে এখন ব্লেইম গেইম খেলতে গরুছাগল জীবনে মানুষ হবেনা,disgust
আমাদের দেশের প্রশাসন এমপি মন্ত্রীরা তাদের পোস্টারব্যানার ছাড়া আর কি কাজ করে তা তো দেখা যায় না,disgust
আজকে আমারে বলসে এরপর ক্যাম্পাসের অন্য মেয়েদের বলবে এ ধরনের নোংরা মেন্টলিটির পোলাদের কাছে কোনো মেয়ে ফ্রেন্ড সেইফ না,disgust
বাজে পচা শাশুড়ি বাতিকগ্রস্ত মহিলা কাউন্সেলিং করার দরকার নাহলে সংসার রসাতলে যাবে,disgust
কথা দিলাম আমি আসবো তোমার কল্পনায় কোনো একদিন কোন এক বিকেলে আসবো তোমার ভাবনায় কথা দিলাম তবে হয়তো সেদিন আমাকে আর পাবে না,sadness
এমন ছুটির দরকার নাই যে ছুটিতে শুধু আতংকভয় এবং মানষিক যন্ত্রনা আল্লাহ আমাদের দেশ ভাইরাস মুক্ত করে দিন,fear
এগুলো মানুষ নামের জানোয়ারএগুলো যতদিন থাকবে বাংলাদেশ কখনও সভ্য হবেনাএগুলোকে সরাসরি ক্রসফায়ারে দিয়ে দিন,anger
চুপ করে থাকলে ছোটোরা শিখবে কি করে অসাধারণ উক্তি অন্যতম প্রিয় গায়,joy
এভাবে আমরা কথা বলতে থাকি একে অপরের সাথে প্রায় তিন মাস হয়ে গেলো আমাদের বন্ধুত্বের এ তিন মাসেই আমার আলাদা একটা ভালোলাগা কাজ করে তার প্রতি আর তামান্নাও আমাকে পছন্দ করতে শুরু করেছে,joy
অনিন্দিতা দিদির বিদায়ের আগে দিদি এবং দাদা কে নিয়ে বাসার নিচেই কিছু সময় ছবি তুলেছিলাম ফ্রেম লাইট নিয়ে কাজ করলে দিদিদাদা নিয়ে সেই সময় পাই নি কিন্তু উনাদের হাসি এবং আনন্দ আমার মত কেড়ে নিয়েছে তাই এই হাসি ছড়িয়ে দিতে সবার সাথে কিছু হাসিখুশি ছবি শেয়ার করলাম মূল গল্প সামনে আসবে,joy
ধুর এতক্ষণ আমি দাঁড়িয়ে থাকব নাকি মামাকে পাঠাতে হবে না আমি একটা ব্যবস্থা করে চলে আসছি এখন রাখি,disgust
😍বছরের সবচেয়ে সেরা ভিডিও দেখেছি আমাদের দেশের সাথে ভূটানের ভাল সম্পর্ক সব সময় কামনা করিতিনি একজন বেস্ট মন্ত্রী,joy
অনেক দিন পর ভিডিও দিলেন মনটা খারাপ হলেও এখন একটু ভালো লাগছেধন্যবাদ দেখে শুনে থাকবেনএখন পর্যন্ত ১৮২ টি দেশে আক্রান্ত হয়েছেসবাই দোয়া করবেন আমাদের জন্য,joy
 রমিজ মিয়াঁ এবং তার বউ আতঙ্কে থর থর করে কাঁপতে কাঁপতে লক্ষ্য করলেন সুলতান এবং সেই বৃদ্ধ দুজনেরই চোখ দিয়ে লাল রক্তের মতো আলো বের হচ্ছে,fear
বিকেলের একটু আগে শুকিয়ে যাওয়া খোয়াই নদের উঁচু পাড়ে আমার সতেরো বছরের জীবনের সবচে দুঃখজনক ঘটনাটি ঘটে যাওয়ায় আমার কিছুই ভালো লাগে না,sadness
সব মিলিয়ে সেপ্টেম্বর থেকে এখন পর্যন্ত দেশের মানুষকে অত্যন্ত চড়া দামে পেঁয়াজ কিনতে হয়েছে একসময় দেশি পেঁয়াজের কেজি ২৫০ টাকায় ওঠে যা স্মরণকালের মধ্যে সর্বোচ্চ,surprise
তার মাথাটি ধড় থেকে টেনে ছিড়ে ফেলেছে বুক ফেড়ে কলিজা বের করে ফেলা হয়েছে সারা শরীরে খামচির দাগ লাশ দেখে বমি করে দিল সেতারপর ভয়ে গ্রামের দিকে দৌড় দিল রাখালটি ,fear
বোকা তুমি আত্মহত্যা করেছো আবার ঋণের কথা বলো তোমার ঋণ শোধ করলেই কি হবে ঋণের বিষয় তোমার মাথায় এলো আত্মহত্যা যে মহাপাপ  আত্মহত্যাকারী যে চির জাহান্নামী সেটা মাথায় এলো না জানো না,sadness
আরে কুত্তা লীগ মাইর খাইছিস চুপচাপ শুয়ে থাক আবার লাইভে এসে ফুটানি করিস ক্যান ছাত্রলীগ কখনো মানুষের উপকার করে না এরা বারো মাসই এরকম খারাপ ,disgust
ওপাশ থেকে একটা মেয়ে রিসিভ করেই আমাকে চমকে দিয়ে বলে উঠলো কিরে ইসু চমকে গেলি হাহা আর বলিসনা এটা তপুর কাজ,surprise
আশ্চর্যের ব্যাপার হলোবিড়ালটার গায়ে এক ফোঁটাও রক্ত ছিল না যেনও কেউ চুষে বিড়ালটার দেহের সব রক্ত শেষ করে ফেলেছে,fear
স্তব্দ রাতগুলো একসময় হাসিতে পূর্ণ থাকতো আজ নীরবতায় পূর্ণ থাকে,sadness
আমাদের সেই পাগলা বাবা মন্ত্রীরা কোথায়  যারা ভেন্টিলেটর রপ্তানি করতে চাই ছিলো,disgust
ভবিষ্যতে বাংলাদেশ শুধু মাত্র জিম্বাবুয়ে  নেপাল কেনিয়া এই সমস্ত দলের সাথে খেলা উচিত  তাহলে দলের খেলোয়াড়দের ও দেশের রেকর্ড ভাল থাকবে,disgust
অল্প বয়সী কিশোরতরুণ করোনাভাইরাস প্রতিরোধী নয় অবশ্যই বয়স্ক ও সংক্রমণের জন্য ঝুঁকিপূর্ণ ব্যক্তিদের সঙ্গে সামাজিকতা ও যোগাযোগ এড়িয়ে চলবেন বিশ্ব স্বাস্থ্য সংস্থা ডব্লিউএইচও এ কথা বলে সবাইকে সতর্ক করেছে,fear
একটু রেগে বললাম আপনি একজন হজুরের বউ হয়ে এই মাঝ রাতে বাহিরে  তাও একটা ছেলের সাথে দেখা করতে,anger
ভূতের ভয়বাঁচার ভয়ভুলের ভয়শূলের ভয়,fear
তবে এবারে জিউসের রাগটা গিয়ে পড়লো শুধুই প্রমিথিউসের উপর প্রচণ্ড ক্রোধের বশে জিউস প্রমিথিউসকে দিলেন ভয়ানক এক শাস্তি,anger
মুশকিল হয়েছে কি ভয়েদের তো দায় নেই—সাজানো গোছানো গভীর গম্ভীর মৌলিক শালীন কি যুক্তিসংগত হওয়ার,fear
রং লেগেছে মনে মধুর এই ক্ষনে তোমায় আমি রাংগিয়ে দিবো এই দিনে,joy
আড্ডাবাজ ধনী ঘরের সন্তান উচ্চ শিক্ষিত অহংকারী টাকার লোভী এসব ছেলেরা মেয়েদের শুধু ব্যবহার করে তারপর ফেলে দেয় আর দুঃখের বিষয় সব মেয়েরাই এসব ছেলেদের জন্যে বেশি পাগল,disgust
বাংলাদেশের কয়েকজন চিকিৎসক ও ইউনিসেফসহ কিছু প্রতিষ্ঠান গবেষণা ও অভিজ্ঞতার ভিত্তিতে এমন কয়েকটি পদ্ধতি উদ্ভাবন করেছে যা নিউমোনিয়ায় আক্রান্ত চরম সংকটাপন্ন শিশুদের বাঁচতে সাহায্য করে,surprise
বিস্ফোরিত চোখে প্রশ্ন করলাম কি বলছেন এসব,anger
তোমার পরিক্ষা ভালো হোক ভাগ্য তোমার প্রসন্ন হোক বন্ধু  শুভ জন্মদিন,joy
সাদা আর লাল আমি এইদিনে নিবোইনা ভাগে পড়লো এই রঙ আমি মহাখুশি,joy
 আমার ক্ষেত্রে ও এমন হয়েছিল যেখানে ফেল যাওয়ার কথা সেখানে পয়েন্ট+ পেয়েছিলাম আমি অনেক এক্সাইটেড ছিলাম ভেবেছিলাম ফ্যামিলির সবাই খুশি হবে কিন্তু তা না উল্টো বকাবকি করেছিল অনেক 😩,sadness
হিরু আলম জায়েদ খান  ওরা ও  নায়েক আর নোবেল ও একটা শিল্পী😁😀পাতলা পায়খানা,disgust
বন্ধু তুই ভালো থাকিসআমি চল্লাম আজ অনেক দুরে যানিনা কোন কারনে এভাবে গেলি আমায় একা করে তাই আমিও চল্লাম সেই পথে যেখান থেকে কেউ কখনো আসেনি ফিরে,sadness
ছি ছি ছি দাদা কি লজ্জার বিষয় বউ এর হাতে মার খাওয়া এর চেয়ে লজ্জার কি হতে পারে আর যে বউ এর হাতে মার খায় তার মতো বেহায়া কে আছে,disgust
এর পরিপ্রেক্ষিতে শিক্ষকদের স্বার্থ সংশ্লিষ্ট শিক্ষক সমিতির মধ্য থেকে কোনাে ধরনের ভূমিকা পরিলক্ষিত না হওয়ায় আমি ভীষন ভাবে উদ্বিগ্ন,sadness
পৃথিবীতে আদিম প্রথায় বিশ্বাসী কিছু গোষ্ঠি আছে যারা কুসংস্কার ফলো করতে গিয়ে অনেক নৃশংস অপরাধ করে,disgust
আমি সবসময় নিজেক সুখী ভাবি কারণ আমি কখনো কারো কাছে কিছু প্রত্যাশা করি না কারো কাছে কিছু প্রত্যাশা করাটা সবসময়ই দুঃখের কারণ হয়ে দাঁড়ায়,sadness
তোমার অনুভুতিতে যেমন কষ্ট লাগেছে আমারও ঠিক তেমনি অনুভূতি আছে কষ্ট উপলব্ধি করার জন্য,sadness
নিহা দ্বীপ কে দেখে ভয় পেয়ে যায় আরো বেশি ভয় পাই তখন যখন দেখে দ্বীপের হাতে তাঁর নিজের ফোন নিহা ভয় পেয়ে জড়োসড়ো হয়ে যায়,fear
চার এলাকায় ১২ হাজার মানুষ কোয়ারেন্টিনে,fear
অসাধারণ বক্তব্য  মন জয় করে নিল বাংলার জনগনের  অনেক অনেক ধন্যবাদ আপনাকে,joy
আপনাদের উপস্থিতিতে বইমেলা প্রানের মেলায় রূপ নিক খুব ভাল লাগলো আপনাদের অনুভূতি ও ভবিষ্যৎ পরিকল্পনার কথা শুনে,joy
আলো ছায়াময় সেই নির্জন ট্রেনের কামরায় এমন একটা প্রশ্ন শুনে আমি শিউরে উঠলেও বলি – না  আমি বিশ্বাস করিনা  হঠাৎ এ প্রশ্ন করলি যে ,fear
পাকিস্তানের পাঞ্জাব প্রদেশের ডেরা গাজি খান শহরের পরিত্যক্ত এলাকায় ঘেরা কম্পাউন্ডে দেশটি গোপনে পরমাণু অস্ত্র বানাচ্ছে বলে দাবি করেছে ভারতের গোয়েন্দারাসম্প্রতি উপগ্রহের পাঠানো ছবিও তারই প্রমাণ দিয়েছে বলে দাবি ভারতের তথ্যসূত্র বলছে গত ৯ মাসে ডেরা গাজি এলাকার ওই বিশাল কম্পাউন্ড অনেকটাই প্রশস্ত হয়েছে,fear
স্যার দোয়া করি আপনার এই রকম বক্তব্য আরো অনেক বছর শুনতে পারি,joy
আশা করি ভালো ছবি তুলবেন আর এপ্রুভড হবেআর আশা করি সম্মান দিতে শিখবেননিজের ছবির নিজে জাজ না হয়ে অন্যকে জাজমেন্ট করতে দেন,disgust
মেয়েটি আর্তনাদ করে কাঁদছে এবং আমার দিকে তাকিয়ে বলছে বাঁচাও আমায় বাঁচাও,sadness
🙄 কিরে মিথ্যা কথা কস কেন গতদিন আমি আর আসিফ আসছি খালি,anger
ভালোবাসার কষ্ট গান দিয়েই বোঝানো যায়,sadness
আনন্দে আমার চিৎকার করতে ইচ্ছে করলোমনে হলো একটা মাইক ভাড়া করে বের হয়ে পড়িআর শহরের সবাইকে জানিয়ে দেই এই আনন্দের কথা,joy
এদেশের  সরকারের  মাথার গিলু কবে খুলবে আল্লাহ ভাল জানেএরকম যদি  করে থাকে তাহলে এটা হবে আত্বঘাতী সিদ্ধান্ত,disgust
 দীর্ঘদিন ধরে একটি চক্র গারো পাহাড়ের পর্যটন কেন্দ্র গজনী অবকাশ ও এর পাশের এলাকায় ছিনতাইসহ নানা ধরনের অপরাধমূলক কর্মকাণ্ড চালিয়ে আসছে,anger
আলেকজান্ডার এই সুযোগেরই অপেক্ষা করছিলেন হঠাৎ কিংস কম্প্যানিয়ন্সদেরকে নিয়ে সরাসরি দারিউসকে লক্ষ্য করে আক্রমণ চালিয়ে বসেন আলেকজান্ডার,surprise
আরও একটু ভালো করে লক্ষ্য করতেই শরীরে একটা শিহরণ খেলে গেল,fear
চীনে কঠোর নিরাপত্তাবেষ্টিত বন্দিশিবিরে লাখ লাখ মুসলমানকে কৌশলে করা হচ্ছে মগজধোলাই সঙ্গে চলছে নিপীড়ননির্যাতন গত রোববার ফাঁস হওয়া নতুন নথিতে উইঘুর নির্যাতনের এসব তথ্য বিস্তারিত উঠে এসেছে,fear
লাত্থি মেরে অণ্ডকোষ স্রেফ হাওয়া করে দেওয়া হোক বাঁচলে বাঁচবে মরলে মিষ্টি খাওয়ানো হবে,anger
সরকারি কর্ম কমিশনের পিএসসি সকল পরীক্ষা ১৮ মার্চ থেকে ৩১ মার্চ পর্যন্ত স্থগিত করা হয়েছে আজ সোমবার পিএসসির এক সভা শেষে এ সিদ্ধান্ত নেওয়া হয়,fear
অতি আধুনিক দেশগুলোরই এই অবস্থাআর আমাদের দেশের মতো দুর্বল ব্যবস্থাপনার দেশে যদি ব্যাপক ছড়িয়ে পরে তাহলে অবস্থা কি হবে ভাবতেও ভয় লাগে,fear
শালা কাংলুরা বলছিলা না আল্লাহর গজবতাইলে এবার আমাদের দেশের মানুষেরা কেন আক্রান্ত কেন হইতাছে,anger
হে হৃদয়নিস্তব্ধতাচারিদিকে মৃত সব অরণ্যেরা বুঝিমাথার ওপরে চাঁদচলছে কেবলি মেঘ কেটে পথ খুঁজে—,sadness
স্ত্রী কে সুন্দর করে ম্যাডাম বলেছেন এটা এই সব বর্বর রা নিতে পারবে না এটাই স্বাভাবিক,disgust
এটি হল পরিকল্পিত  সাজানো  গোছানো খুনসামিরা আর বন্ধু রা মিলে একাজ করিছে সামিরা পর পুরুষ রাত কাটাত সালমান শা টের পেয়ে গিয়েছিল,anger
